,Location,new_reviews,Comp
1622,United States of America,location awesome able watch 4th july fireworks hotel room show able walk around downtown stop hotel need parking car expensive however boston great walk city,Positive
1625,United States of America,travel friend able get room across hall everything good,Positive
1626,Poland,clean comfortable good location free airport shuttle old fashion look breakfast include price coffee desk lobby,Positive
1631,United States of America,design suite amazing staff courteous huge shout evan top notch job ralph kind check well suit gorgeous facility well think ever back colorado hotel first choice valet parking,Positive
1632,United States of America,beautiful hotel great location be not fan coffee maybe provide flavor creamer,Positive
1633,United States of America,convenient store lobby parking housekeeping staff friendly helpful mold shower shower curtain lock room twice key card work would benefit refrigerator microwave room free breakfast available tour group,Positive
1635,United States of America,service great surpass expectation feel welcome appreciate guest two day,Positive
1636,United States of America,location great pool ok staff friendly could hear elevator nite room,Positive
1637,Singapore,room spacious comfortable enjoy stay definitely visit,Positive
1639,United States of America,bathroom front lobby really disgusting coffee tea option lobby people access really seem hotel make money room however clean housekeeping staff nice staff front lobby besides one old woman rude want charge -PRON- 5 piece seltzer water ridiculous water love pool location otherwise thing could really improve customer service,Positive
1644,New Zealand,spacious modern hotel well locate walk distance tourist highlight,Positive
1646,United States of America,staff food pool location holtel great close nyny hoboken airport u place 15 min less could use update furniture bathroom room need little work,Positive
1647,France,close airport shuttle airport hotel every 30 min 24h ac break bed comfortable,Positive
1649,Italy,great location key never work room seem overpriced also charge one could seem explain take place,Positive
1650,United States of America,staff responsive friendly helpful accommodation lovely incredibly clean pay daily valet parking addition room cost,Positive
1651,United States of America,good location friendly staff good service also close vail entire valley,Positive
1653,United States of America,location hotel everything clearwayer offer could well digital thermostat light bright lit room night make sleep challenge thermostat could well location small pool resort caliber,Positive
1654,United States of America,friendly staff nice bar bathtub safety mat step tub slippery,Positive
1660,United Kingdom,location good centrally advertise window do not open air conditioning loud unable set good temperature carpet room old tatty dirtysorry certainly be not 4 hotel worth about240 per night mini bar fridge room,Positive
